DOI,Sample_ID,Subsample_ID,cleaned_material,material,material_ratio,Source,normalized_particle.L_concentration,corrected_concentration,material_particle.L_reported,material_particle.L_corrected
10.3389/fchem.2018.00407,FAB: 160817 15:05SP|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,12.5,16.25,6.75,8.775
10.3389/fchem.2018.00407,FAB: 091217 16:53SP|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,150,195,81,105.3
10.3389/fchem.2018.00407,100517 278WF246|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,2277,2960.1,1229.58,1598.454
10.3389/fchem.2018.00407,P: 4/11/17 03:34 AZ|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,49.3,64.09,26.622,34.6086
10.3389/fchem.2018.00407,730805210A 23:28|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,468,608.4,252.72,328.536
10.3389/fchem.2018.00407,BBE 11.2018 10|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,30.3,39.39,16.362,21.2706
10.3389/fchem.2018.00407,20171102 1214JN|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,156,202.8,84.24,109.512
10.3389/fchem.2018.00407,20171021 3214GH|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,66.7,86.71,36.018,46.8234
10.3389/fchem.2018.00407,20171103 2106WF|10.3389/fchem.2018.00407,N/A,PP,PP,0.54,drinkingwater,67.1,87.23,36.234,47.1042
10.1016/j.sciotenv.2018.08.102,WTP1_Treated|10.1016/j.sciotenv.2018.08.178,N/A,PP,PP,0.23,drinkingwater,443,159.48,101.89,36.6804
10.1016/j.sciotenv.2018.08.102,WTP2_Treated|10.1016/j.sciotenv.2018.08.178,N/A,PP,PP,0.23,drinkingwater,338,121.68,77.74,27.9864
10.1016/j.sciotenv.2018.08.102,WTP3_Treated|10.1016/j.sciotenv.2018.08.178,N/A,PP,PP,0.23,drinkingwater,628,226.08,144.44,51.9984
10.1016/j.scitotenv.2021.150545,A_BioTreatment|10.1016/j.scitotenv.2021.150545,A_BioTreatment_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,1042.6,625.56,1042.6,625.56
10.1016/j.scitotenv.2021.150545,A_Sedimentation|10.1016/j.scitotenv.2021.150545,A_Sedimentation_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,1489,893.4,1489,893.4
10.1016/j.scitotenv.2021.150545,A_Ozonation|10.1016/j.scitotenv.2021.150545,A_Ozonation_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,1721.2,1032.72,1721.2,1032.72
10.1016/j.scitotenv.2021.150545,A_BAC|10.1016/j.scitotenv.2021.150545,A_BAC_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,200.5,120.3,200.5,120.3
10.1016/j.scitotenv.2021.150545,A_Flocc|10.1016/j.scitotenv.2021.150545,A_Flocc_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,774.1,464.46,774.1,464.46
10.1016/j.scitotenv.2021.150545,A_Sand|10.1016/j.scitotenv.2021.150545,A_Sand_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,260.4,156.24,260.4,156.24
10.1016/j.scitotenv.2021.150545,A_Treated|10.1016/j.scitotenv.2021.150545,A_Treated_PP|10.1016/j.scitotenv.2021.150545,PP,PP,1,drinkingwater,200.1,120.06,200.1,120.06
10.1371/journal.pone.0236838,Strand|10.1371/journal.pone.0236838,N/A,PP,PP,0.5,drinkingwater,0.59,0.2124,0.295,0.1062
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.1|10.1371/journal.pone.0236838,PP,PP,0.54,drinkingwater,315,113.4,170.1,61.236
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.2|10.1371/journal.pone.0236838,PP,PP,0.54,drinkingwater,10.4,3.744,5.616,2.02176
10.1016/j.impact.2021.100302,MineralWater_SingleUsePET|10.1016/j.impact.2021.100302,N/A,PP,PP,0.1,drinkingwater,2649,953.64,264.9,95.364
10.1016/j.impact.2021.100302,MineralWater_ReusablePET|10.1016/j.impact.2021.100302,N/A,PP,PP,0.1,drinkingwater,4889,1760.04,488.9,176.004
10.1016/j.impact.2021.100302,MineralWater_Glass|10.1016/j.impact.2021.100302,N/A,PP,PP,0.1,drinkingwater,6292,2265.12,629.2,226.512
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.1|10.1016/j.impact.2021.100302,PP,PP,0.2,drinkingwater,1473,530.28,294.6,106.056
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.2|10.1016/j.impact.2021.100302,PP,PP,0.2,drinkingwater,1812,652.32,362.4,130.464
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.3|10.1016/j.impact.2021.100302,PP,PP,0.2,drinkingwater,3605,1297.8,721,259.56
10.1016/j.impact.2021.100302,TapWater|10.1016/j.impact.2021.100302,N/A,PP,PP,0.244,drinkingwater,440,158.4,107.36,38.6496
10.1016/j.cotox.2021.09.003,Kankanige1|10.1016/j.cotox.2021.09.003,N/A,PP,PP,0.181,drinkingwater,140,140,25.34,25.34
10.1016/j.cotox.2021.09.003,Kankanige2|10.1016/j.cotox.2021.09.003,N/A,PP,PP,0.181,drinkingwater,52,52,9.412,9.412
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.1.10.1016/j.cotox.2021.09.003,PP,PP,0.181,drinkingwater,56,56,10.136,10.136
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.2.10.1016/j.cotox.2021.09.003,PP,PP,0.181,drinkingwater,14,14,2.534,2.534
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.3.10.1016/j.cotox.2021.09.003,PP,PP,0.181,drinkingwater,13,13,2.353,2.353
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.4.10.1016/j.cotox.2021.09.003,PP,PP,0.181,drinkingwater,6,6,1.086,1.086
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,1|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,125,45,30.5,10.98
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,2|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,0,0,0,0
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,3|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,4|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,872,313.92,212.768,76.59648
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,5|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,6|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,7|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,8|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,9|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,10|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,11|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,12|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,13|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,14|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,15|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,748,269.28,182.512,65.70432
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,16|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,17|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,1247,448.92,304.268,109.53648
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,18|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,623,224.28,152.012,54.72432
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,19|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,20|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,21|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,125,45,30.5,10.98
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,22|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,23|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,24|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,25|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,26|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,0,0,0,0
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,27|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,1247,448.92,304.268,109.53648
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,28|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,29|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,623,224.28,152.012,54.72432
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,30|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,31|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,499,179.64,121.756,43.83216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,32|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,33|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,748,269.28,182.512,65.70432
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,34|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,623,224.28,152.012,54.72432
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,35|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,36|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,374,134.64,91.256,32.85216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,37|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,249,89.64,60.756,21.87216
10.1016/j.chemosphere.2020.126493,A|10.1016/j.chemosphere.2020.126493,38|10.1016/j.chemosphere.2020.126493,PP,PP,0.244,drinkingwater,748,269.28,182.512,65.70432
10.1016/j.scitotenv.2021.148001,TCQS|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.4,0.4,0.0068,0.0068
10.1016/j.scitotenv.2021.148001,SHN|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.51,0.51,0.00867,0.00867
10.1016/j.scitotenv.2021.148001,CHQ|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.51,0.51,0.00867,0.00867
10.1016/j.scitotenv.2021.148001,CHH|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.55,0.55,0.00935,0.00935
10.1016/j.scitotenv.2021.148001,ZHB|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.6,0.6,0.0102,0.0102
10.1016/j.scitotenv.2021.148001,DAS|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.605,0.605,0.010285,0.010285
10.1016/j.scitotenv.2021.148001,XHS|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.63,0.63,0.01071,0.01071
10.1016/j.scitotenv.2021.148001,HNZ|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.75,0.75,0.01275,0.01275
10.1016/j.scitotenv.2021.148001,TCH|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.56,0.56,0.00952,0.00952
10.1016/j.scitotenv.2021.148001,WHH|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.6,0.6,0.0102,0.0102
10.1016/j.scitotenv.2021.148001,Spr|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.39,0.39,0.00663,0.00663
10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.36,0.36,0.00612,0.00612
10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.75,0.75,0.01275,0.01275
10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,PP,PP,0.017,drinkingwater,0.54,0.54,0.00918,0.00918
10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,N/A,PA,PA,0.01,drinkingwater,14,28.42,0.14,0.2842
10.1016/j.watres.2017.11.011,2|10.1016/j.watres.2017.11.011,N/A,PA,PA,0.02,drinkingwater,118,239.54,2.36,4.7908
10.3389/fchem.2018.00407,IB|101119.10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,37.1,48.23,5.936,7.7168
10.3389/fchem.2018.00407,BB 311019 08: 11 PSRL6|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,705,916.5,112.8,146.64
10.3389/fchem.2018.00407,BB 311019 09: 50 STB1|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,404,525.2,64.64,84.032
10.3389/fchem.2018.00407,Oct0719|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,252,327.6,40.32,52.416
10.3389/fchem.2018.00407,BN7141A04117|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,174,226.2,27.84,36.192
10.3389/fchem.2018.00407,HE.B.No 229 (BM/AS)|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,826,1073.8,132.16,171.808
10.3389/fchem.2018.00407,MU.N.No.298 (MA/AD)|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,213,276.9,34.08,44.304
10.3389/fchem.2018.00407,SO.B No.087 (AS/LB)|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,3.72,4.836,0.5952,0.77376
10.3389/fchem.2018.00407,Oct 0118NHBRB|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,165,214.5,26.4,34.32
10.3389/fchem.2018.00407,P18NOV17CG3|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,74.6,96.98,11.936,15.5168
10.3389/fchem.2018.00407,17.11.18|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,686,891.8,109.76,142.688
10.3389/fchem.2018.00407,14.10.18|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,20,26,3.2,4.16
10.3389/fchem.2018.00407,09.08.18|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,37.3,48.49,5.968,7.7584
10.3389/fchem.2018.00407,PRD 03 21 2017 14:02|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,197,256.1,31.52,40.976
10.3389/fchem.2018.00407,PRD 05 24 17 11:29|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,58.2,75.66,9.312,12.1056
10.3389/fchem.2018.00407,07.142018 2|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,1410,1833,225.6,293.28
10.3389/fchem.2018.00407,NV No. AC-51-07269|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,204,265.2,32.64,42.432
10.3389/fchem.2018.00407,FAB: 211017 09:06SP|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,40.1,52.13,6.416,8.3408
10.3389/fchem.2018.00407,FAB: 160817 15:05SP|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,12.5,16.25,2,2.6
10.3389/fchem.2018.00407,FAB: 091217 16:53SP|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,150,195,24,31.2
10.3389/fchem.2018.00407,100517 278WF246|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,2277,2960.1,364.32,473.616
10.3389/fchem.2018.00407,P: 4/11/17 03:34 AZ|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,49.3,64.09,7.888,10.2544
10.3389/fchem.2018.00407,730805210A 23:28|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,468,608.4,74.88,97.344
10.3389/fchem.2018.00407,BBE 11.2018 10|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,30.3,39.39,4.848,6.3024
10.3389/fchem.2018.00407,20171102 1214JN|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,156,202.8,24.96,32.448
10.3389/fchem.2018.00407,20171021 3214GH|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,66.7,86.71,10.672,13.8736
10.3389/fchem.2018.00407,20171103 2106WF|10.3389/fchem.2018.00407,N/A,PA,PA,0.16,drinkingwater,67.1,87.23,10.736,13.9568
10.1016/j.scitotenv.2021.150545,B_BioTreatment|10.1016/j.scitotenv.2021.150545,B_BioTreatment_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,394.1,236.46,394.1,236.46
10.1016/j.scitotenv.2021.150545,B_Sedimentation|10.1016/j.scitotenv.2021.150545,B_Sedimentation_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,451.3,270.78,451.3,270.78
10.1016/j.scitotenv.2021.150545,B_Ozonation|10.1016/j.scitotenv.2021.150545,B_Ozonation_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,300,180,300,180
10.1016/j.scitotenv.2021.150545,B_BAC|10.1016/j.scitotenv.2021.150545,B_BAC_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,413.2,247.92,413.2,247.92
10.1016/j.scitotenv.2021.150545,B_Flocc|10.1016/j.scitotenv.2021.150545,B_Flocc_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,276.4,165.84,276.4,165.84
10.1016/j.scitotenv.2021.150545,B_Sand|10.1016/j.scitotenv.2021.150545,B_Sand_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,150.3,90.18,150.3,90.18
10.1016/j.scitotenv.2021.150545,B_Treated|10.1016/j.scitotenv.2021.150545,B_Treated_PA|10.1016/j.scitotenv.2021.150545,PA,PA,1,drinkingwater,160,96,160,96
10.1371/journal.pone.0236838,Mintenig|10.1371/journal.pone.0236838,N/A,PA,PA,0.06,drinkingwater,7.00E-04,0.000252,4.20E-05,1.51E-05
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.1|10.1371/journal.pone.0236838,PA,PA,0.16,drinkingwater,315,113.4,50.4,18.144
10.1371/journal.pone.0236838,Mason|10.1371/journal.pone.0236838,Mason.2|10.1371/journal.pone.0236838,PA,PA,0.16,drinkingwater,10.4,3.744,1.664,0.59904
10.1016/j.cotox.2021.09.003,Kankanige1|10.1016/j.cotox.2021.09.003,N/A,PA,PA,0.072,drinkingwater,140,140,10.08,10.08
10.1016/j.cotox.2021.09.003,Kankanige2|10.1016/j.cotox.2021.09.003,N/A,PA,PA,0.072,drinkingwater,52,52,3.744,3.744
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.1.10.1016/j.cotox.2021.09.003,PA,PA,0.072,drinkingwater,56,56,4.032,4.032
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.2.10.1016/j.cotox.2021.09.003,PA,PA,0.072,drinkingwater,14,14,1.008,1.008
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.3.10.1016/j.cotox.2021.09.003,PA,PA,0.072,drinkingwater,13,13,0.936,0.936
10.1016/j.cotox.2021.09.003,Kankanige3|10.1016/j.cotox.2021.09.003,Kankanige3.4.10.1016/j.cotox.2021.09.003,PA,PA,0.072,drinkingwater,6,6,0.432,0.432
10.1016/j.scitotenv.2019.134520,Finished|10.1016/j.scitotenv.2019.134520,N/A,PA,PA,0.120559742,drinkingwater,930,353.4,112.1205601,42.60581282
10.1016/j.scitotenv.2021.148001,TCQS|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.4,0.4,0.004,0.004
10.1016/j.scitotenv.2021.148001,SHN|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.51,0.51,0.0051,0.0051
10.1016/j.scitotenv.2021.148001,CHQ|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.51,0.51,0.0051,0.0051
10.1016/j.scitotenv.2021.148001,CHH|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.55,0.55,0.0055,0.0055
10.1016/j.scitotenv.2021.148001,ZHB|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.6,0.6,0.006,0.006
10.1016/j.scitotenv.2021.148001,DAS|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.605,0.605,0.00605,0.00605
10.1016/j.scitotenv.2021.148001,XHS|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.63,0.63,0.0063,0.0063
10.1016/j.scitotenv.2021.148001,HNZ|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.75,0.75,0.0075,0.0075
10.1016/j.scitotenv.2021.148001,TCH|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.56,0.56,0.0056,0.0056
10.1016/j.scitotenv.2021.148001,WHH|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.6,0.6,0.006,0.006
10.1016/j.scitotenv.2021.148001,Spr|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.39,0.39,0.0039,0.0039
10.1016/j.scitotenv.2021.148001,Sum|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.36,0.36,0.0036,0.0036
10.1016/j.scitotenv.2021.148001,Aut|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.75,0.75,0.0075,0.0075
10.1016/j.scitotenv.2021.148001,Win|10.1016/j.scitotenv.2021.148001,N/A,PA,PA,0.01,drinkingwater,0.54,0.54,0.0054,0.0054
10.1016/j.impact.2021.100302,TapWater|10.1016/j.impact.2021.100302,N/A,co-polymers,PE_PS,0.22,drinkingwater,440,158.4,96.8,34.848
http://dce2.au.dk/pub/SR291.pdf ,8|http://dce2.au.dk/pub/SR291.pdf ,N/A,PS,PS,0.03,drinkingwater,0.6,4.188,0.018,0.12564
10.3389/fchem.2018.00407,IB|101119.10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,37.1,48.23,4.081,5.3053
10.3389/fchem.2018.00407,BB 311019 08: 11 PSRL6|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,705,916.5,77.55,100.815
10.3389/fchem.2018.00407,BB 311019 09: 50 STB1|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,404,525.2,44.44,57.772
10.3389/fchem.2018.00407,Oct0719|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,252,327.6,27.72,36.036
10.3389/fchem.2018.00407,BN7141A04117|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,174,226.2,19.14,24.882
10.3389/fchem.2018.00407,HE.B.No 229 (BM/AS)|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,826,1073.8,90.86,118.118
10.3389/fchem.2018.00407,MU.N.No.298 (MA/AD)|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,213,276.9,23.43,30.459
10.3389/fchem.2018.00407,SO.B No.087 (AS/LB)|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,3.72,4.836,0.4092,0.53196
10.3389/fchem.2018.00407,Oct 0118NHBRB|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,165,214.5,18.15,23.595
10.3389/fchem.2018.00407,P18NOV17CG3|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,74.6,96.98,8.206,10.6678
10.3389/fchem.2018.00407,17.11.18|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,686,891.8,75.46,98.098
10.3389/fchem.2018.00407,14.10.18|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,20,26,2.2,2.86
10.3389/fchem.2018.00407,09.08.18|10.3389/fchem.2018.00407,N/A,PS,PS,0.11,drinkingwater,37.3,48.49,4.103,5.3339
