,Min,Max,Value,Test Name,Comment,ID,density,polymer
70344,NA,NA,0.92,ASTM D1505,NA,88682,0.92,LLDPE
70345,NA,NA,1,ISO 1183,NA,88683,1,Nylon 12
70346,NA,NA,1.85,NA,NA,88685,1.85,Thermoset Fluoropolymer
70347,NA,NA,1.85,NA,NA,88685,1.85,Rubber or Thermoset Elastomer
70348,NA,NA,1.47,ASTM D792,NA,88687,1.47,Epoxy
70349,NA,NA,1.1,ISO 1183,NA,88688,1.1,Nylon 66
70350,NA,NA,1.24,ASTM D792,NA,88689,1.24,Vinyl (PVC)
70351,NA,NA,1.46,ISO 1183,NA,88690,1.46,Nylon 6
70352,NA,NA,1.2,ASTM D792,NA,88691,1.2,PC
70353,NA,NA,1.23,NA,NA,88692,1.23,Rubber or Thermoset Elastomer
70354,NA,NA,1.58,ASTM D792,NA,88693,1.58,Acetal
70355,NA,NA,1.07,ISO 1183,NA,88697,1.07,ABS
70356,NA,NA,1.18,ASTM D792,NA,88698,1.18,ABS
70357,NA,NA,1.47,ISO 1183,NA,88700,1.47,Acetal
70358,NA,NA,1.9,NA,NA,88702,1.9,Thermoset Fluoropolymer
70359,NA,NA,1.9,NA,NA,88702,1.9,Rubber or Thermoset Elastomer
70360,NA,NA,2.04,ASTM D4894,NA,88703,2.04,PTFE
70361,NA,NA,2.2,NA,NA,88704,2.2,Silicone
70362,NA,NA,1.15,NA,NA,88704,1.15,Silicone
70363,NA,NA,1.19,ASTM D792,NA,88705,1.19,Thermoplastic Polyurethane
70364,NA,NA,0.921,ISO 1183,NA,88707,0.921,LLDPE
70365,NA,NA,1.2,ASTM D792,NA,88709,1.2,PC
70366,NA,NA,1.19,ISO 1183,NA,88710,1.19,PC
70367,NA,NA,1.04,ASTM D792,NA,88711,1.04,ABS
70368,NA,NA,1.46,ISO 1183,NA,88712,1.46,Nylon 66
70369,NA,NA,1.38,ISO 1183,NA,88713,1.38,Acetal
70370,NA,NA,1.55,NA,NA,88714,1.55,Polyphthalamide (PPA)
70371,NA,NA,0.9,ASTM D792,NA,88715,0.9,PP
70372,NA,NA,1.5,ASTM D792,NA,88717,1.5,Vinyl (PVC)
70373,NA,NA,1.06,ASTM D792,NA,88718,1.06,Nylon 6
70374,1.76,1.88,NA,ASTM D792,NA,88719,1.82,PVDF
70375,NA,NA,1.2,ASTM D792,NA,88720,1.2,PC
70376,NA,NA,0.14,NA,NA,88721,0.14,Polyethylene Terephthalate
70377,0.018,0.03,NA,NA,Density,88722,0.024,Polystyrene
70378,NA,NA,1.12,ISO 1183,NA,88723,1.12,Nylon 6
70379,NA,NA,1.15,ISO 1183-1 A,NA,88724,1.15,Silicone
70380,NA,NA,1.2,"ISO 1183, Method C",NA,88725,1.2,PC
70381,NA,NA,1.44,ISO 1183,NA,88726,1.44,Polyetheretherketone
70382,0.952,NA,NA,NA,NA,88729,NA,HDPE
70383,NA,NA,1.08,ASTM D792,NA,88730,1.08,Thermoplastic Elastomers
70384,NA,NA,1.56,ISO 1183,NA,88731,1.56,Nylon 6-66
70385,NA,NA,1.31,ISO 1183,NA,88732,1.31,Polybutylene Terephthalate
70386,NA,NA,1.23,NA,NA,88735,1.23,Rubber or Thermoset Elastomer
70387,NA,NA,1.5,ASTM D792,NA,88736,1.5,Polyphthalamide (PPA)
70388,NA,NA,1.55,ISO 1183/A,NA,88737,1.55,Nylon 6
70389,NA,NA,1.4,NA,NA,88738,1.4,Acetal
70390,NA,NA,1.2,ASTM D792,NA,88739,1.2,PC
70391,NA,NA,1.05,ISO 1183-1A,NA,88741,1.05,PP
70392,NA,NA,1.35,ASTM D792,NA,88742,1.35,Polyphenylene Sulfide (PPS)
70393,NA,NA,1.44,ISO 1183,NA,88743,1.44,PP
70394,NA,NA,0.924,ASTM D 792,NA,88746,0.924,LDPE
70395,NA,NA,1.08,ASTM D792,NA,88747,1.08,Nylon 6
70396,NA,NA,1.27,ASTM D792,NA,88748,1.27,Vinyl (PVC)
70397,NA,NA,1.03,NA,NA,88749,1.03,Thermoplastic Elastomers
70398,NA,NA,0.9,ASTM D792,NA,88750,0.9,PP
70399,NA,NA,1.02,ISO 1183-1A,NA,88751,1.02,PP
70400,NA,NA,1.08,ISO 1183,NA,88754,1.08,Thermoplastic Elastomers
70401,NA,NA,1.42,ASTM D792,NA,88755,1.42,Polyetherimide 
70402,NA,NA,1.454,ASTM D792,NA,88756,1.454,Polyphthalamide (PPA)
70403,NA,NA,1.35,ISO 1183,NA,88758,1.35,Nylon 6
70404,NA,NA,1.35,ASTM D792,NA,88759,1.35,Polyphenylene Sulfide (PPS)
70405,NA,NA,1.31,ISO 1183,NA,88761,1.31,Nylon 6
70406,NA,NA,1.61,NA,NA,88762,1.61,Epoxy
70407,NA,NA,1.1,NA,NA,88763,1.1,PP
70408,NA,NA,1.14,ISO 1183,NA,88765,1.14,Nylon 66
70409,NA,NA,1.58,ISO 1183,NA,88766,1.58,Nylon 6
70410,NA,NA,1.12,ISO 1183-1,NA,88767,1.12,PP
70411,NA,NA,1.18,ASTM D792,NA,88768,1.18,Polystyrene
70412,NA,NA,1.21,ISO 1183,NA,88769,1.21,PP
70413,NA,NA,1.23,NA,NA,88771,1.23,PP
70414,NA,NA,0.96,ISO 1183,NA,88774,0.96,Thermoplastic Elastomers
70415,NA,NA,1.41,ISO 1183,NA,88775,1.41,Acetal
70416,NA,NA,1.16,ISO 1183,NA,88776,1.16,Thermoplastic Elastomers
70417,NA,NA,1.13,ISO 1183,NA,88777,1.13,Nylon 6
70418,NA,NA,1.03,ISO 1183,NA,88779,1.03,PP
70419,NA,NA,1.1,NA,NA,88780,1.1,Silicone
70420,NA,NA,1.05,DCT 5975,NA,88783,1.05,Phenolic
70421,NA,NA,1.43,ISO 1183,NA,88784,1.43,Nylon 6
70422,NA,NA,1.07,ASTM D792,NA,88787,1.07,Acrylonitrile-Styrene-Acrylate 
70423,NA,NA,1.278,NA,NA,88788,1.278,Polyetheretherketone
70424,NA,NA,1.31,NA,NA,88788,1.31,Polyetheretherketone
70425,NA,NA,0.92,ISO 1183,NA,88789,0.92,PP
70426,NA,NA,1.48,ISO 1183,NA,88791,1.48,Nylon 66
70427,NA,0.93,NA,ISO 1183,NA,88792,NA,HDPE
70428,NA,NA,1.07,ASTM D792,NA,88794,1.07,Polyphenylene EtherPPO
70429,NA,NA,1.69,ISO 1183,NA,88795,1.69,Polyphenylene Sulfide (PPS)
70430,NA,NA,1.1,NA,NA,88797,1.1,AcrylicCyanoacrylate Adhesive
70431,NA,NA,0.98,NA,NA,88798,0.98,Silicone
70432,NA,NA,1.18,ISO 1183,NA,88799,1.18,PMMA
70433,NA,NA,1.08,ISO 1183,NA,88800,1.08,Nylon 610
70434,1.23,1.27,NA,ASTM D 792,NA,88806,1.25,Vinyl (PVC)
70435,NA,NA,1.44,ISO 1183,NA,88808,1.44,Acetal
70436,NA,NA,1.17,ISO 1183,NA,88810,1.17,Nylon 66
70437,NA,NA,1.43,ASTM D 792,NA,88812,1.43,ABS
70438,NA,NA,1.43,ASTM D 792,NA,88812,1.43,PC
70439,NA,NA,1.56,NA,NA,88813,1.56,Nylon 66
70440,NA,NA,1.85,NA,NA,88814,1.85,Epoxy
70441,NA,NA,1.38,ISO 1183,NA,88815,1.38,Polybutylene Terephthalate
70442,NA,NA,1.21,ASTM D792,NA,88816,1.21,Vinyl (PVC)
70443,NA,NA,1.26,ASTM D792,NA,88817,1.26,Vinyl (PVC)
70444,NA,NA,1.54,ASTM D 792,NA,88819,1.54,Polyphthalamide (PPA)
70445,NA,NA,1.12,ASTM D792,NA,88820,1.12,Thermoplastic Elastomers
70446,NA,NA,1.36,ASTM D792,NA,88822,1.36,Nylon 66
70447,NA,NA,1.29,ASTM D792,NA,88823,1.29,Nylon 6
70448,NA,NA,1.11,ASTM D792,NA,88824,1.11,Polyphenylene EtherPPO
70449,1.22,1.28,NA,ASTM D 792,NA,88825,1.25,Vinyl (PVC)
70450,NA,NA,1.55,ISO 1183,NA,88826,1.55,Nylon 6
70451,NA,NA,1.15,ASTM D792,NA,88828,1.15,Thermoplastic Polyurethane
70452,NA,NA,0.905,ASTM D1505,NA,88829,0.905,PP
70453,NA,NA,1.2,ASTM D792,NA,88830,1.2,Thermoplastic Polyurethane
70454,NA,NA,0.89,ASTM D297,NA,88831,0.89,Rubber or Thermoset Elastomer
70455,NA,NA,1.2,NA,NA,88832,1.2,Epoxy
70456,NA,NA,1.06,NA,NA,88833,1.06,PP
70457,NA,NA,1.26,ASTM D792,NA,88835,1.26,Polyetherimide 
70458,NA,NA,1.23,NA,NA,88836,1.23,Rubber or Thermoset Elastomer
70459,NA,NA,1.46,ISO 1183,NA,88837,1.46,Nylon 66
70460,NA,NA,1.57,ISO 1183,NA,88838,1.57,Polybutylene Terephthalate
70461,1.2,1.26,NA,ASTM D 792,NA,88839,1.23,Vinyl (PVC)
70462,NA,NA,1.07,ISO 1183,NA,88842,1.07,PP
70463,NA,NA,1.29,ISO 1183,NA,88844,1.29,Acetal
70464,NA,NA,1.9,ISO 1183,NA,88845,1.9,Thermoset Polyester
70465,1.22,1.28,NA,ASTM D 792,NA,88846,1.25,Vinyl (PVC)
70466,NA,NA,1.11,NA,NA,88848,1.11,Thermoset Polyester
70467,NA,NA,1.28,ASTM D792,NA,88849,1.28,Vinyl (PVC)
70468,NA,NA,1.11,NA,NA,88850,1.11,Thermoset Polyester
70469,NA,NA,1.24,ISO 1183,NA,88851,1.24,Nylon 11
70470,NA,NA,1.55,ASTM D 792,NA,88853,1.55,Nylon 46
70471,NA,NA,0.45,ASTM C271,NA,88854,0.45,Vinyl (PVC)
70472,NA,NA,1.4,ISO 1183,NA,88855,1.4,Polyetheretherketone
70473,NA,NA,1.08,ISO 1183/B,NA,88859,1.08,Styrene Acrylonitrile (SAN)
70474,NA,NA,1.25,ISO 1183,NA,88860,1.25,Nylon 6
70475,NA,NA,1.18,ISO 1183-1A,NA,88861,1.18,Silicone
70476,NA,NA,1.42,ISO 1183,NA,88862,1.42,Polybutylene Terephthalate
70477,NA,NA,1.19,ISO 1183,NA,88863,1.19,PC
70478,0.1,0.14,NA,ISO 845-88,NA,88864,0.12,Rubber or Thermoset Elastomer
70479,NA,NA,1.11,ISO 1183,NA,88865,1.11,PP
70480,NA,NA,1.45,ISO 1183,NA,88866,1.45,Nylon 6-66
70481,NA,NA,1.41,ISO 1183,NA,88867,1.41,Acetal
70482,NA,NA,1.5,ISO 1183,NA,88869,1.5,Nylon 6
70483,NA,NA,1.02,ISO 1183,NA,88871,1.02,Nylon 12
70484,NA,NA,1.41,ISO 1183,NA,88873,1.41,Thermoplastic Polyurethane
70485,NA,NA,1.44,ASTM D792,NA,88874,1.44,Thermoset Polyimide
70486,NA,NA,1.26,ISO 1183,NA,88876,1.26,Thermoplastic Elastomers
70487,NA,NA,1.46,ASTM D792,NA,88879,1.46,Nylon 6
70488,NA,NA,1.32,ASTM D 792,NA,88880,1.32,ABS
70489,NA,NA,1.32,ASTM D 792,NA,88880,1.32,PC
70490,NA,NA,1.65,ISO 1183,NA,88881,1.65,Nylon 66
70491,NA,NA,1.29,ISO 1183,NA,88883,1.29,Polyetherimide 
70492,NA,NA,1.57,ASTM D792,NA,88884,1.57,Polyphthalamide (PPA)
70493,NA,NA,1.13,ISO 1183,NA,88885,1.13,Polyphenylene EtherPPO
70494,NA,NA,1.13,ISO 1183,NA,88885,1.13,Polystyrene
70495,NA,NA,1.1,ISO 1183,NA,88886,1.1,ABS
70496,NA,NA,1.3,ISO 1183,NA,88888,1.3,ABS
70497,NA,NA,1.1,ISO 1183,NA,88889,1.1,Acrylonitrile-Styrene-Acrylate 
70498,NA,NA,1.5,ISO 1183,NA,88891,1.5,PP
70499,NA,NA,1.07,ISO 1183,NA,88892,1.07,Acrylonitrile-Styrene-Acrylate 
70500,NA,NA,1.33,ASTM D792,NA,88893,1.33,Polyetherimide 
70501,NA,NA,0.9,ASTM D1505,NA,88894,0.9,PP
70502,NA,NA,0.89,ISO 1183,NA,88895,0.89,Thermoplastic Elastomers
70503,NA,NA,1.26,ISO 1183,NA,88896,1.26,Nylon 66
70504,NA,NA,0.92,ISO 1183,NA,88897,0.92,Thermoplastic Elastomers
70505,NA,NA,1.63,ISO 1183,NA,88901,1.63,Liquid Crystal Polymer
70506,NA,NA,1.34,ISO 1183,NA,88902,1.34,PC
70507,NA,NA,1,ISO 1183,NA,88904,1,PP
70508,NA,NA,1.2,ISO 1183,NA,88906,1.2,PC
70509,NA,NA,1.13,ISO 1183-1/A,NA,88908,1.13,PP
70510,NA,NA,1.04,ASTM D 792,NA,88909,1.04,Polystyrene
70511,NA,NA,1.18,ISO 1183,NA,88910,1.18,Nylon 6
70512,NA,NA,1.5,ASTM D792,NA,88911,1.5,Nylon 66
70513,NA,NA,1.1,ISO 1183,NA,88912,1.1,Nylon 6
70514,NA,NA,1.34,ISO 1183/A,NA,88913,1.34,PP
70515,NA,NA,1.37,ASTM D792,NA,88915,1.37,Polyethersulfone
70516,NA,NA,1.07,ASTM D792,NA,88917,1.07,Silicone
70517,NA,NA,1.53,ASTM D792,NA,88918,1.53,Polyetheretherketone
70518,NA,NA,1.28,ISO 1183,NA,88919,1.28,Nylon 66
70519,NA,NA,1.19,ISO 1183,NA,88920,1.19,PC
70520,NA,NA,1.2,ASTM D792,NA,88921,1.2,PC
70521,NA,NA,0.928,NA,NA,88922,0.928,LDPE
70522,NA,NA,1.1,NA,NA,88924,1.1,Thermoset Polyester
70523,NA,NA,1.5,ASTM D792,NA,88925,1.5,Polybutylene Terephthalate
70524,NA,NA,1.18,ASTM D792,NA,88928,1.18,PC
70525,NA,0.93,NA,ISO 1183,NA,88929,NA,HDPE
70526,NA,NA,1.19,ISO 1183,NA,88930,1.19,PC
70527,NA,NA,1.41,ISO 1183,NA,88931,1.41,Nylon 6
70528,NA,NA,1.81,NA,NA,88932,1.81,Thermoset Fluoropolymer
70529,NA,NA,1.81,NA,NA,88932,1.81,Rubber or Thermoset Elastomer
70530,NA,NA,1,ISO 1183,NA,88936,1,PP
70531,NA,NA,1.1,NA,NA,88938,1.1,Silicone
70532,NA,NA,0.89,ASTM D792,NA,88939,0.89,Thermoplastic Elastomers
70533,NA,NA,1.09,NA,NA,88940,1.09,PMMA
70534,NA,NA,1.39,ASTM D792,NA,88941,1.39,Polyetherimide 
70535,NA,NA,1.19,NA,NA,88942,1.19,PC
70536,NA,NA,1.26,ISO 1183,NA,88943,1.26,PC
70537,NA,NA,1.49,ASTM D792,NA,88944,1.49,Acetal
70538,NA,NA,1.7,ISO 1183,NA,88945,1.7,Polybutylene Terephthalate
70539,NA,NA,1.16,ASTM D792,NA,88947,1.16,Thermoplastic Elastomers
70540,NA,NA,1.02,ASTM D 792,NA,88948,1.02,Thermoplastic Elastomers
70541,NA,NA,3.69,NA,NA,88949,3.69,PTFE
70542,NA,NA,1.29,ISO 1183,NA,88950,1.29,PC
70543,NA,NA,0.93,"ASTM D792, ISO 1183",NA,88952,0.93,Ethylene Methyl Acrylate
70544,NA,NA,0.964,ASTM D1505,NA,88956,0.964,HDPE
70545,NA,NA,1.14,ISO 1183,NA,88957,1.14,Nylon 6
70546,NA,NA,1.45,ASTM D792,NA,88958,1.45,Nylon 6
70547,NA,NA,0.96,ASTM D4883,NA,88959,0.96,HDPE
70548,NA,NA,0.88,ASTM D792,NA,88960,0.88,Thermoplastic Elastomers
70549,NA,NA,1.04,ISO 1183,NA,88961,1.04,PP
70550,NA,NA,1.5,ASTM D792,NA,88962,1.5,PP
70551,1.16,1.2,NA,ASTM D 792,NA,88963,1.18,Vinyl (PVC)
70552,NA,NA,1.13,ASTM D1505,NA,88964,1.13,Nylon 6
70553,NA,NA,1.01,ASTM D792,NA,88965,1.01,PP
70554,NA,NA,1.6,ASTM D 792,NA,88968,1.6,Styrene-Butadiene Thermoplastics
70555,NA,NA,1.6,ASTM D 792,NA,88968,1.6,Thermoplastic Elastomers
70556,NA,NA,1.52,ISO 1183,NA,88969,1.52,Acetal
70557,NA,NA,0.921,ISO 1183,NA,88970,0.921,LDPE
70558,NA,NA,0.97,ASTM D 792,NA,88971,0.97,PP
70559,NA,NA,1.38,ASTM D792,NA,88972,1.38,Polyetherimide 
70560,NA,NA,1.41,ISO 1183,NA,88976,1.41,Nylon 66
70561,NA,NA,1.24,ASTM D 792,NA,88977,1.24,PC
70562,NA,NA,1.19,ISO 1183,NA,88978,1.19,PC
70563,NA,NA,1.05,ISO 1183-1A,NA,88979,1.05,PP
70564,NA,NA,1.07,ASTM D 792,NA,88981,1.07,ABS
70565,NA,NA,1.07,ASTM D 792,NA,88981,1.07,PMMA
70566,NA,NA,1.19,ISO 1183,NA,88982,1.19,PC
70567,NA,NA,1.79,ASTM D792,NA,88983,1.79,Phenolic
70568,NA,NA,1.3,NA,NA,88984,1.3,Rubber or Thermoset Elastomer
70569,1.08,1.1,NA,NA,NA,88985,1.09,Nylon 12
70570,NA,NA,1.22,ISO 2781,NA,88986,1.22,Thermoplastic Polyurethane
70571,NA,NA,1.08,ISO 1183,NA,88987,1.08,ABS
70572,NA,NA,1.36,ISO 1183,NA,88988,1.36,Nylon 6
70573,NA,NA,0.96,ISO 1183,NA,88989,0.96,PP
70574,NA,NA,1.454,ASTM D792,NA,88990,1.454,Acetal
70575,NA,NA,2.74,JIS K 6911,NA,88992,2.74,Phenolic
70576,NA,NA,1.78,ISO 1183,NA,88996,1.78,Nylon 66
70577,NA,NA,1.02,ISO 1183-1A,NA,88999,1.02,PP
70578,NA,NA,1.41,ISO 1183,NA,89001,1.41,Acetal
70579,NA,NA,1.19,ISO 1183,NA,89002,1.19,PC
70580,NA,NA,1.14,ASTM D792,NA,89003,1.14,Nylon 6
70581,NA,NA,1.03,ISO 1183,NA,89004,1.03,PP
70582,NA,NA,0.96,ISO 1183-3,NA,89005,0.96,Ethylene Vinyl Acetate
70583,NA,NA,1.71,ASTM D792,NA,89006,1.71,Nylon 66
70584,NA,NA,1.71,ISO 1183,NA,89006,1.71,Nylon 66
70585,NA,NA,1.49,ISO 1183,NA,89011,1.49,Nylon 6
70586,NA,NA,1.34,ISO 1183,NA,89012,1.34,Nylon 6
70587,NA,NA,1,NA,NA,89013,1,Rubber or Thermoset Elastomer
70588,NA,NA,1.1,ISO 1183,NA,89016,1.1,Thermoplastic Elastomers
70589,NA,NA,1.2,ASTM D792,NA,89019,1.2,PC
70590,NA,NA,1.47,ISO 1183,NA,89020,1.47,Nylon 6
70591,NA,NA,1.04,NA,NA,89022,1.04,AcrylicCyanoacrylate Adhesive
70592,NA,NA,6,ASTM D792,NA,89023,6,Polyphenylene Sulfide (PPS)
70593,NA,NA,1.13,ISO 1183,NA,89024,1.13,Polyphenylene EtherPPO
70594,NA,NA,1.13,ISO 1183,NA,89024,1.13,Polystyrene
70595,NA,NA,1.33,ASTM D792,NA,89027,1.33,Vinyl (PVC)
70596,NA,NA,1.32,ISO 1183/A,NA,89028,1.32,Nylon 6
70597,NA,NA,1.24,ASTM D792,NA,89029,1.24,PC
70598,NA,NA,1.42,ISO 1183,NA,89030,1.42,Nylon 66
70599,NA,NA,1.23,ISO 1183,NA,89031,1.23,Nylon 6
70600,NA,NA,1.02,ISO 1183-1A,NA,89032,1.02,PP
70601,NA,NA,1.19,ASTM D792,NA,89033,1.19,Polyphenylene EtherPPO
70602,NA,NA,1.19,ASTM D792,NA,89033,1.19,PP
70603,NA,NA,1.05,NA,NA,89034,1.05,Thermoplastic Elastomers
70604,NA,NA,1.24,ASTM D 792,NA,89035,1.24,PP
70605,NA,NA,0.95,NA,NA,89036,0.95,Thermoplastic Elastomers
70606,NA,NA,0.9,ASTM D1505,NA,89038,0.9,PP
70607,NA,NA,1.4,ISO 1183,NA,89039,1.4,Nylon 6
70608,NA,NA,1.49,ISO 1183,NA,89041,1.49,Nylon 66
70609,NA,NA,0.96,ISO 1183,NA,89042,0.96,Thermoplastic Elastomers
70610,NA,NA,1.04,ASTM D792,NA,89043,1.04,ABS
70611,NA,NA,1.2,ISO 1183-1,NA,89044,1.2,PC
70612,NA,NA,1.09,ASTM D792,NA,89047,1.09,Polyphenylene EtherPPO
70613,NA,NA,1.07,ISO 1183,NA,89048,1.07,Nylon 66
70614,NA,NA,0.923,ISO 1183-1,NA,89049,0.923,LDPE
70615,NA,NA,1.2,ISO 1183,NA,89050,1.2,PC
70616,NA,NA,1.9,ISO 1183,NA,89053,1.9,Thermoset Polyester
70617,NA,NA,1.41,ASTM D792,NA,89054,1.41,Acetal
70618,NA,NA,1.2,ISO 1183,NA,89055,1.2,PC
70619,NA,NA,1.13,ISO 1183,NA,89057,1.13,Nylon 6
70620,NA,NA,1.57,ISO 1183,NA,89058,1.57,Nylon 66
70621,NA,NA,1.44,ISO 1183,NA,89059,1.44,Acetal
70622,NA,NA,1.09,ASTM D792,NA,89060,1.09,Polyphenylene EtherPPO
70623,NA,NA,1.36,ISO 1183/A,NA,89061,1.36,Nylon 6
70624,NA,NA,1.33,ASTM D792,NA,89062,1.33,Polyphenylene EtherPPO
70625,NA,NA,1.33,ASTM D792,NA,89062,1.33,Thermoplastic Elastomers
70626,NA,NA,1.63,NA,NA,89064,1.63,Rubber or Thermoset Elastomer
70627,NA,NA,1.63,NA,NA,89064,1.63,Silicone
70628,NA,NA,0.918,ASTM D792,NA,89065,0.918,LDPE
70629,NA,NA,1.19,ISO 1183,NA,89066,1.19,Thermoplastic Elastomers
70630,NA,NA,1.41,ISO 1183,NA,89067,1.41,Nylon 6
70631,NA,NA,1.51,ASTM D792,NA,89068,1.51,Polyethersulfone
70632,NA,NA,0.9,ASTM D1505,NA,89069,0.9,PP
70633,1.02,1.05,NA,ASTM D 792,NA,89070,1.035,Thermoplastic Elastomers
70634,NA,NA,0.905,ASTM D792,NA,89072,0.905,PP
70635,NA,NA,0.98,ISO 1183-1 A,NA,89073,0.98,Silicone
70636,NA,NA,1.37,ASTM D-792,NA,89074,1.37,Polyphthalamide (PPA)
70637,NA,NA,1.2,ASTM D792,NA,89075,1.2,Vinyl (PVC)
70638,NA,NA,1.11,NA,NA,89078,1.11,Silicone
70639,NA,NA,0.5,ISO 1183,NA,89079,0.5,LLDPE
70640,NA,NA,1.58,ISO 1183,NA,89080,1.58,Polyethylene Terephthalate
70641,NA,NA,1.33,ASTM D 792,NA,89081,1.33,PP
70642,NA,NA,0.88,ISO 1183,NA,89082,0.88,Thermoplastic Elastomers
70643,NA,NA,1.28,ASTM D792,NA,89083,1.28,Vinyl (PVC)
70644,NA,NA,1.42,ISO 1183,NA,89084,1.42,Acetal
70645,NA,NA,0.924,ISO 1183-1,NA,89085,0.924,LDPE
70646,NA,NA,1.27,ASTM D792,NA,89087,1.27,Polyetherimide 
70647,NA,NA,1.21,ISO 1183,NA,89088,1.21,PC
70648,NA,NA,1.13,NA,NA,89090,1.13,Rubber or Thermoset Elastomer
70649,NA,NA,1.13,NA,NA,89090,1.13,Silicone
70650,NA,NA,1.17,NA,NA,89093,1.17,Epoxy
70651,NA,NA,0.92,NA,NA,89093,0.92,Epoxy
70652,NA,NA,1.03,ISO 1183,NA,89095,1.03,PP
70653,NA,NA,1.62,NA,NA,89096,1.62,Epoxy
70654,NA,NA,0.92,NA,NA,89096,0.92,Epoxy
70655,NA,NA,1.46,ISO 1183,NA,89099,1.46,Acetal
70656,NA,NA,0.91,ASTM D792,NA,89100,0.91,PP
70657,NA,NA,0.93,ISO 1183,NA,89101,0.93,Thermoplastic Elastomers
70658,NA,NA,1.23,ASTM D792,NA,89102,1.23,Nylon 6
70659,NA,NA,1.19,DIN 53479,NA,89103,1.19,Silicone
70660,NA,NA,1.35,ISO 1183,NA,89105,1.35,Nylon 6
70661,NA,NA,1.15,ISO 1183,NA,89106,1.15,Thermoplastic Elastomers
70662,NA,NA,1.045,ASTM D792,NA,89107,1.045,ABS
70663,NA,NA,1.92,ASTM D792,NA,89108,1.92,Epoxy
70664,1.25,1.31,NA,ASTM D 792,NA,89110,1.28,Vinyl (PVC)
70665,NA,NA,1.38,ASTM D-792,NA,89112,1.38,Thermoplastic Polyurethane
70666,NA,NA,1.14,ISO 1183,NA,89113,1.14,Nylon 6
70667,NA,NA,1.11,ASTM D412,NA,89115,1.11,Silicone
70668,NA,NA,1.39,ISO 1183,NA,89117,1.39,Acetal
70669,NA,NA,1.08,NA,NA,89118,1.08,Thermoset Fluoropolymer
70670,NA,NA,1.55,NA,NA,89119,1.55,Nylon 6
70671,NA,NA,1.37,ISO 1183,NA,89120,1.37,Acetal
70672,NA,NA,1.03,ISO 1183,NA,89122,1.03,Nylon 610
70673,NA,NA,1.16,ASTM D 792,NA,89123,1.16,Thermoplastic Elastomers
70674,NA,NA,0.99,ASTM D792,NA,89127,0.99,Thermoplastic Polyurethane
70675,NA,NA,1.025,NA,NA,89129,1.025,Styrene-Butadiene Thermoplastics
70676,NA,NA,1.204,ISO 1183,NA,89130,1.204,Nylon 6
70677,NA,NA,1.08,ISO 1183,NA,89131,1.08,Thermoplastic Elastomers
70678,NA,NA,0.645,ISO 60,NA,89131,0.645,Thermoplastic Elastomers
70679,NA,NA,1.06,ASTM D792,NA,89134,1.06,Polyphenylene EtherPPO
70680,NA,NA,1.06,ASTM D792,NA,89134,1.06,Polystyrene
70681,NA,NA,0.99,NA,NA,89135,0.99,Thermoplastic Elastomers
70682,NA,NA,1.12,ISO 1183-1 A,NA,89137,1.12,Silicone
70683,NA,NA,0.9,ASTM D792,NA,89138,0.9,PP
70684,NA,NA,1.73,ISO 1183,NA,89140,1.73,Phenolic
70685,NA,NA,0.97,ASTM D792,NA,89141,0.97,Thermoplastic Elastomers
70686,NA,0.93,NA,ISO 1183,NA,89142,NA,HDPE
70687,NA,NA,1.31,ASTM D792,NA,89143,1.31,Nylon 66
70688,NA,NA,0.99,ASTM D792,NA,89144,0.99,Polyphenylene EtherPPO
70689,NA,NA,0.99,ASTM D792,NA,89144,0.99,PP
70690,NA,NA,1.25,ISO 1183,NA,89145,1.25,PP
70691,NA,NA,1.02,ISO 1183,NA,89146,1.02,Nylon 12
70692,NA,NA,0.97,NA,NA,89147,0.97,Silicone
70693,NA,NA,1.47,ISO 1183,NA,89148,1.47,Polyphthalamide (PPA)
70694,NA,NA,1.04,ISO 1183,NA,89149,1.04,ABS
70695,NA,NA,1.81,NA,NA,89151,1.81,Thermoset Fluoropolymer
70696,NA,NA,1.81,NA,NA,89151,1.81,Rubber or Thermoset Elastomer
70697,NA,NA,1.05,NA,NA,89152,1.05,AcrylicCyanoacrylate Adhesive
70698,NA,NA,0.98,NA,NA,89154,0.98,HDPE
70699,NA,NA,1.15,ISO 1183,NA,89157,1.15,Polyphenylene EtherPPO
70700,NA,NA,1.04,ASTM D792,NA,89158,1.04,PP
70701,NA,NA,1.08,ASTM D792,NA,89160,1.08,Polyphenylene EtherPPO
70702,NA,NA,1.14,ASTM D792,NA,89162,1.14,LDPE
70703,NA,NA,1.49,ISO 1183,NA,89166,1.49,Nylon 66
70704,NA,NA,1.16,NA,NA,89167,1.16,Nylon 66
70705,NA,NA,1.19,ISO 1183,NA,89168,1.19,Polyphenylene EtherPPO
70706,NA,NA,1.19,ISO 1183,NA,89168,1.19,Polystyrene
70707,NA,NA,1.14,ASTM D792,NA,89170,1.14,Nylon 66
70708,NA,NA,1.57,ASTM D792,NA,89171,1.57,Polybutylene Terephthalate
70709,NA,NA,0.89,ASTM D792,NA,89174,0.89,Thermoplastic Elastomers
70710,NA,NA,1.19,ISO 1183,NA,89175,1.19,Nylon 66
70711,NA,NA,1.78,ISO 1183,NA,89176,1.78,Polyethylene Terephthalate
70712,NA,NA,1.19,ISO 1183,NA,89177,1.19,Nylon 6
70713,NA,NA,1.37,NA,NA,89179,1.37,Epoxy
