DOI,Sample_ID,Subsample_ID,Source,Concentration,Concentration_Units,normalized_particle/L_concentration,materialdirty,polymeric,PE,PP,PS,PET,nonpolymeric,polyester,acrylic,polypropylene,nylon,cellulose,PETE,semi-synthetic cellulose,PVA,polyamide,poly(vinylidene fluorine),poly(trimellitamideimide),neoprene,cotton,butadiene/butyl rubber,acylonitrile,acrylic,wool,urethane
doi.org/10.1016/j.jwpe.2020.101640,Average|doi.org/10.1016/j.jwpe.2020.101640,N/A,River bed sediment,63; 8,particles/kg; mm2/kg,,25% cellulose; 18% PP; 4% PETE; 17% PS; 2% PE,,0.02,0.18,0.17,,,,,,,0.25,0.04,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 26,N/A,River Water,4.4,particles/m^3,0.0044,"718 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 27,N/A,River Water,1.49,particles/m^3,0.00149,"719 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 28,N/A,River Water,0.6,particles/m^3,0.0006,"720 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 29,N/A,River Water,1.2,particles/m^3,0.0012,"721 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 30,N/A,River Water,1.1,particles/m^3,0.0011,"722 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 31,N/A,River Water,4.28,particles/m^3,0.00428,"723 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 32,N/A,River Water,6.82,particles/m^3,0.00682,"724 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 33,N/A,River Water,0.45,particles/m^3,0.00045,"725 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 34,N/A,River Water,0.94,particles/m^3,0.00094,"726 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 35,N/A,River Water,0.33,particles/m^3,0.00033,"727 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 36,N/A,River Water,0.68,particles/m^3,0.00068,"728 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 37,N/A,River Water,1.24,particles/m^3,0.00124,"729 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 38,N/A,River Water,1.48,particles/m^3,0.00148,"730 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 39,N/A,River Water,3.06,particles/m^3,0.00306,"731 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 40,N/A,River Water,1.86,particles/m^3,0.00186,"732 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 41,N/A,River Water,8.65,particles/m^3,0.00865,"733 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 42,N/A,River Water,1.01,particles/m^3,0.00101,"734 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 43,N/A,River Water,2.83,particles/m^3,0.00283,"735 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 44,N/A,River Water,2.7,particles/m^3,0.0027,"736 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 45,N/A,River Water,1.08,particles/m^3,0.00108,"737 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 46,N/A,River Water,0.44,particles/m^3,0.00044,"738 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 47,N/A,River Water,1.37,particles/m^3,0.00137,"739 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 48,N/A,River Water,4.94,particles/m^3,0.00494,"740 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 49,N/A,River Water,3.31,particles/m^3,0.00331,"741 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 50,N/A,River Water,2.66,particles/m^3,0.00266,"742 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 51,N/A,River Water,0.65,particles/m^3,0.00065,"743 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 52,N/A,River Water,2.32,particles/m^3,0.00232,"744 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 53,N/A,River Water,1.75,particles/m^3,0.00175,"745 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
 doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 54,N/A,River Water,0.58,particles/m^3,0.00058,"746 PE,PP,PS,PET particles 15 nonpolymeric particles",0.97881,,,,,,,,,,,,,,,,,,,,,,,
